#!format=2
# Station Name;Slot;Module Name;Model Id;I Addr;Q Addr;Custom Parameters  (Slot = plug order; first free position is used)
n0035-ct2-el002-k30001;6;-K30007;6ES7136-6BA01-0CA0;4588;4588;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0035-ct2-el002-k30001;7;-K30008;6ES7136-6DB00-0CA0;4618;4618;PotentialGroup=1
n0035-ct2-el002-k30001;8;-K30009;6ES7136-6DB00-0CA0;4623;4623;
n0036-lv005-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4653;4653;
n0036-lv005-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4664;4664;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0036-lv005-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;4694;4694;PotentialGroup=1
n0041-uc27-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4724;4724;
n0041-uc27-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4735;4735;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0042-uc274-xn10;1;-XN10;55556_DefaultCard;4830;4830;Failsafe_FDestinationAddress=142
n0046-uc25-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4839;4839;
n0046-uc25-el001-k30001;2;-K30003;6ES7131-6BH01-0BA0;4841;4841;
n0046-uc25-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;4852;4852;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0046-uc25-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;4862;4862;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0047-uc254-xn10;1;-XN10;55556_DefaultCard;4967;4967;Failsafe_FDestinationAddress=147
n0048-lv006-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;4976;4976;
n0048-lv006-el001-k30001;2;-K30003;6ES7136-6BA01-0CA0;4987;4987;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0048-lv006-el001-k30001;3;-K30004;6ES7136-6DB00-0CA0;5017;5017;PotentialGroup=1
n0051-uc24-el001-k30001;1;-K30002;6ES7131-6BH01-0BA0;5047;5047;
n0051-uc24-el001-k30001;2;-K30003;6ES7131-6BH01-0BA0;5049;5049;
n0051-uc24-el001-k30001;3;-K30004;6ES7136-6BA01-0CA0;5060;5060;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0051-uc24-el001-k30001;4;-K30005;6ES7136-6BA01-0CA0;5070;5070;Failsafe_DiscrepancyTime.Ch(0-7)=100
n0052-uc244-xn10;1;-XN10;55556_DefaultCard;5175;5175;Failsafe_FDestinationAddress=152
