# Station Name;Device Type;IP Address;Submodule 1 Name;Submodule 1 Type;Submodule 2 Name;Submodule 2 Type;...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0033-zp001-el001-k40001;6ES7155-6AU01-0BN0;192.168.50.33;-K40001;6ES7155-6AU01-0BN0;-K40002;6ES7131-6BH01-0BA0;-K40003;6ES7136-6BA00-0CA0;-K40004;6ES7136-6BA00-0CA0;-K40005;6ES7136-6BA00-0CA0;-K40006;6ES7136-6DB00-0CA0;-K40007;6ES7136-6DB00-0CA0;-K40008;6ES7136-6DB00-0CA0;-K40009;6ES7132-6BH01-0BA0;;;;;;;;;;;;;;;;;;;;
n0034-ug6-el001-k30001;6ES7155-6AU01-0BN0;192.168.50.34;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7131-6BH01-0BA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6BA00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;-K30010;6ES7136-6DB00-0CA0;-K30011;6ES7136-6DB00-0CA0;-K30012;6ES7136-6DB00-0CA0;-K30013;6ES7136-6DB00-0CA0;-K30014;6ES7136-6DB00-0CA0;;;;;;;;;;
n0043-db93-el001-k30001;6ES7155-6AU01-0BN0;192.168.50.43;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0005-lv008-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.5;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6DB00-0CA0;-K30006;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;
n0006-lv008-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.6;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6DB00-0CA0;-K30006;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;
n0007-icg22-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.7;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6DB00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;
n0008-icg12-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.8;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6BA00-0CA0;-K30005;6ES7136-6BA00-0CA0;-K30006;6ES7136-6BA00-0CA0;-K30007;6ES7136-6DB00-0CA0;-K30008;6ES7136-6DB00-0CA0;-K30009;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;
n0009-uf42-el002-k30001;6ES7155-6AU01-0BN0;192.168.51.9;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;-K30005;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0010-lv007-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.10;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n0011-lv007-el001-k30001;6ES7155-6AU01-0BN0;192.168.51.11;-K30001;6ES7155-6AU01-0BN0;-K30002;6ES7131-6BH01-0BA0;-K30003;6ES7136-6BA00-0CA0;-K30004;6ES7136-6DB00-0CA0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
